dataset,architecture,condition,run_index,method,seed,maximum_epochs,realized_epochs,optimizer_steps,learning_rate,selection
harth,tcn,clean,5,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,5,quotient_learning,2207,25,10,10,0.01,native_weak_objective
harth,tcn,clean,5,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,clean,5,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,5,ordinary_learning,2207,25,10,10,0.01,native_weak_objective
harth,tcn,clean,5,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,quotient_learning,2207,25,10,10,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,5,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,6,quotient_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,clean,6,quotient_learning,2207,25,11,11,0.01,native_weak_objective
harth,tcn,clean,6,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,clean,6,ordinary_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,clean,6,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
harth,tcn,clean,6,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,quotient_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,quotient_learning,2207,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,ordinary_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,6,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,7,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,7,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,7,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,7,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,7,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,7,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,7,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,8,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,8,quotient_learning,2207,25,17,17,0.01,native_weak_objective
harth,tcn,clean,8,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,8,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,8,ordinary_learning,2207,25,17,17,0.01,native_weak_objective
harth,tcn,clean,8,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,quotient_learning,2207,25,17,17,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,8,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,9,quotient_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,clean,9,quotient_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,clean,9,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,9,ordinary_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,clean,9,ordinary_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,clean,9,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,quotient_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,quotient_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,ordinary_learning,1103,25,23,23,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,ordinary_learning,2207,25,18,18,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,9,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,10,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,10,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,11,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,11,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,11,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,clean,11,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,11,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,11,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,11,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,12,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,12,quotient_learning,2207,25,14,14,0.01,native_weak_objective
harth,tcn,clean,12,quotient_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,clean,12,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,12,ordinary_learning,2207,25,14,14,0.01,native_weak_objective
harth,tcn,clean,12,ordinary_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,quotient_learning,2207,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,quotient_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,ordinary_learning,1103,25,16,16,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,ordinary_learning,2207,25,12,12,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,12,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,13,quotient_learning,1103,25,21,21,0.01,native_weak_objective
harth,tcn,clean,13,quotient_learning,2207,25,18,18,0.01,native_weak_objective
harth,tcn,clean,13,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,clean,13,ordinary_learning,1103,25,21,21,0.01,native_weak_objective
harth,tcn,clean,13,ordinary_learning,2207,25,18,18,0.01,native_weak_objective
harth,tcn,clean,13,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,quotient_learning,1103,25,21,21,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,quotient_learning,2207,25,18,18,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,ordinary_learning,1103,25,21,21,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,ordinary_learning,2207,25,20,20,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,13,ordinary_learning,3301,25,24,24,0.01,native_weak_objective
harth,tcn,clean,14,quotient_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,clean,14,quotient_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,clean,14,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,14,ordinary_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,clean,14,ordinary_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,clean,14,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,quotient_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,quotient_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,14,ordinary_learning,3301,25,13,13,0.01,native_weak_objective
harth,tcn,clean,15,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,15,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,15,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,15,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,15,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,15,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,ordinary_learning,1103,25,13,13,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,ordinary_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,15,ordinary_learning,3301,25,13,13,0.01,native_weak_objective
harth,tcn,clean,16,quotient_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,clean,16,quotient_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,clean,16,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,16,ordinary_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,clean,16,ordinary_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,clean,16,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,quotient_learning,1103,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,quotient_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,ordinary_learning,2207,25,24,24,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,16,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,17,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,17,quotient_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,clean,17,quotient_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,clean,17,ordinary_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,17,ordinary_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,clean,17,ordinary_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,quotient_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,quotient_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,ordinary_learning,1103,25,9,9,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,ordinary_learning,2207,25,10,10,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,17,ordinary_learning,3301,25,9,9,0.01,native_weak_objective
harth,tcn,clean,18,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,18,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,18,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,18,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,18,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,18,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,18,ordinary_learning,3301,25,9,9,0.01,native_weak_objective
harth,tcn,clean,19,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,19,quotient_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,clean,19,quotient_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,clean,19,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,19,ordinary_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,clean,19,ordinary_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,quotient_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,quotient_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,ordinary_learning,1103,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,19,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,20,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,20,quotient_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,clean,20,quotient_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,20,ordinary_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,20,ordinary_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,clean,20,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,quotient_learning,2207,25,16,16,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,quotient_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,ordinary_learning,1103,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,ordinary_learning,2207,25,17,17,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,20,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,21,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,21,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,21,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,21,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,21,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,21,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,21,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,0,quotient_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,clean,0,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,0,quotient_learning,3301,25,21,21,0.01,native_weak_objective
har70,tcn,clean,0,ordinary_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,clean,0,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,0,ordinary_learning,3301,25,21,21,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,quotient_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,quotient_learning,3301,25,21,21,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,0,ordinary_learning,3301,25,19,19,0.01,native_weak_objective
har70,tcn,clean,1,quotient_learning,1103,25,14,14,0.01,native_weak_objective
har70,tcn,clean,1,quotient_learning,2207,25,16,16,0.01,native_weak_objective
har70,tcn,clean,1,quotient_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,clean,1,ordinary_learning,1103,25,14,14,0.01,native_weak_objective
har70,tcn,clean,1,ordinary_learning,2207,25,16,16,0.01,native_weak_objective
har70,tcn,clean,1,ordinary_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,quotient_learning,1103,25,14,14,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,quotient_learning,2207,25,16,16,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,quotient_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,ordinary_learning,1103,25,12,12,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,ordinary_learning,2207,25,12,12,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,1,ordinary_learning,3301,25,14,14,0.01,native_weak_objective
har70,tcn,clean,2,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,2,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,2,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,2,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,2,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,2,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,2,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,3,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,3,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,4,quotient_learning,1103,25,9,9,0.01,native_weak_objective
har70,tcn,clean,4,quotient_learning,2207,25,17,17,0.01,native_weak_objective
har70,tcn,clean,4,quotient_learning,3301,25,10,10,0.01,native_weak_objective
har70,tcn,clean,4,ordinary_learning,1103,25,9,9,0.01,native_weak_objective
har70,tcn,clean,4,ordinary_learning,2207,25,17,17,0.01,native_weak_objective
har70,tcn,clean,4,ordinary_learning,3301,25,10,10,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,quotient_learning,1103,25,9,9,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,quotient_learning,2207,25,17,17,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,quotient_learning,3301,25,10,10,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,ordinary_learning,1103,25,20,20,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,ordinary_learning,2207,25,18,18,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,4,ordinary_learning,3301,25,19,19,0.01,native_weak_objective
har70,tcn,clean,5,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,5,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,5,quotient_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,clean,5,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,5,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,5,ordinary_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,quotient_learning,3301,25,24,24,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,5,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,6,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,6,quotient_learning,2207,25,15,15,0.01,native_weak_objective
har70,tcn,clean,6,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,6,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,6,ordinary_learning,2207,25,15,15,0.01,native_weak_objective
har70,tcn,clean,6,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,quotient_learning,2207,25,15,15,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,ordinary_learning,2207,25,23,23,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,6,ordinary_learning,3301,25,23,23,0.01,native_weak_objective
har70,tcn,clean,7,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,7,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,7,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,7,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,clean,7,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,clean,7,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,quotient_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,quotient_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,7,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,8,quotient_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,clean,8,quotient_learning,2207,25,20,20,0.01,native_weak_objective
har70,tcn,clean,8,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,8,ordinary_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,clean,8,ordinary_learning,2207,25,20,20,0.01,native_weak_objective
har70,tcn,clean,8,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,quotient_learning,1103,25,21,21,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,quotient_learning,2207,25,20,20,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,quotient_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
har70,tcn,five_copy_range_materialization,8,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
har70,tcn,clean,9,quotient_learning,1103,25,25,25,0.01,native_weak_objective
